retained_data,mean,std
0.5,64.3753433227539,0.0
0.6,65.3915786743164,0.0
0.7,66.7792739868164,0.0
0.8,68.80675506591797,0.0
0.9,71.15875244140625,0.0
1.0,74.18743133544922,0.0
