retained_data,mean,std
0.5,64.30455780029297,0.0
0.6,65.3198013305664,0.0
0.7,66.71568298339844,0.0
0.8,68.75232696533203,0.0
0.9,71.11344146728516,0.0
1.0,74.1507568359375,0.0
