retained_data,mean,std
0.5,92.90836334228516,0.0
0.6,92.5228500366211,0.0
0.7,92.0622329711914,0.0
0.8,91.53978729248047,0.0
0.9,90.82940673828125,0.0
1.0,89.86663055419922,0.0
