retained_data,mean,std
0.5,92.8099365234375,0.0
0.6,92.38574981689453,0.0
0.7,91.88602447509766,0.0
0.8,91.23918914794922,0.0
0.9,90.44831848144531,0.0
1.0,89.42601776123047,0.0
