retained_data,mean,std
0.5,2.0262444511017503,0.0
0.6,1.9672268368789734,0.0
0.7,1.956675702301118,0.0
0.8,2.1550972997279643,0.0
0.9,2.2735681870894835,0.0
1.0,2.322274653015353,0.0
