retained_data,mean,std
0.5,0.2362453043460846,0.0
0.6,0.2322465479373932,0.0
0.7,0.2254151552915573,0.0
0.8,0.2178296148777008,0.0
0.9,0.20471782982349396,0.0
1.0,0.19291743636131287,0.0
