retained_data,mean,std
0.5,3.2454881572981225,0.0
0.6,3.0193142496711847,0.0
0.7,2.804993257562393,0.0
0.8,2.3882082630180728,0.0
0.9,2.1692938679212403,0.0
1.0,2.088216175478222,0.0
